modality,render,algorithm,asymmetry,encoder,dr_profile,n_runs,seeds,completion_rate,completion_rate_std,lap_time_s,lap_time_s_std,mean_progress_m,mean_progress_m_std,offtrack_rate,offtrack_rate_std,mean_return,mean_return_std
camera,madrona,PPO,asymmetric,none,full,33,0,0.029229089617729187,0.0970897879888485,13.10647201538086,1.5332950256702063,2.937961979345842,5.784491568202276,0.9503498203826674,0.17568165613094866,19.814178893060394,61.80730792447556
